name,followers,following,posts,bio_length,has_profile_picture,has_external_link,is_verified,engagement_rate,suspicious_activity,post_frequency,account_age_days,account_type
c1_pgtmbzozq71,2800,2434,48,5,True,True,False,0.010416395236724184,True,very_low,186,fake
zo6vd1vwb0ue,1228,3432,25,47,False,False,False,0.004873971896462373,False,irregular,92,fake
Jane Doe1982,3013,3342,11,39,True,True,False,0.019195779602572263,True,irregular,100,fake
Jack Smith59,27364,1000,51,63,True,False,False,0.027350198345523442,False,regular,881,real
Bob Miller,54539,282,359,35,True,True,False,0.032070728122692814,False,regular,300,real
Charlie Anderson,73351,940,48,39,True,False,False,0.09551676405777326,False,occasional,954,real
meiojyn104d,4402,2908,12,42,True,False,False,0.0013191726573716766,False,irregular,234,fake
Hannah Davis,20930,579,318,36,True,False,False,0.01234902405681585,False,regular,1259,real
Account236Inactive,3104,2909,24,3,False,False,False,0.004792077748725665,True,spammy,227,fake
2blnbu32kh7dbzo,1124,2841,41,22,False,False,False,0.012624104005363524,False,irregular,185,fake
Jane Doe1988,4751,4256,40,3,False,True,False,0.012764026102983744,False,irregular,252,fake
dbvj18lqatdoop,1895,969,17,10,False,True,False,0.0167353204321115,True,irregular,247,fake
David Jones,1213,449,149,107,True,True,True,0.09256688360707975,False,occasional,1237,real
John Smith1987,4409,880,30,21,True,True,False,0.0010253608474101595,False,spammy,266,fake
Member438Online,2672,546,23,6,True,True,False,0.015800010741916466,True,irregular,128,fake
Charlie Miller28,88516,844,220,66,True,False,False,0.02735194719746921,False,regular,469,real
TechGadgetsOfficial2,994,4903,26,8,True,True,False,0.0070072751732661274,True,irregular,271,fake
Fiona Wilson31,86497,220,360,98,True,False,False,0.08064522263550754,False,occasional,257,real
Account783Bot,3448,4318,11,15,False,True,False,0.009375895851808385,False,spammy,67,fake
AdidasShop2,2064,4532,46,32,False,False,False,0.014756528340470547,True,spammy,95,fake
Charlie Williams,726,373,163,24,True,False,False,0.036398516127705526,True,occasional,875,real
Fan463Bot,4369,2487,14,33,False,False,False,0.0007044961351219792,True,spammy,209,fake
gi7tuvl8dy4wjti,2702,3877,47,29,True,False,False,0.015240790225375087,True,irregular,317,fake
NikeStore1,4565,1398,19,34,True,True,False,0.012823003937236318,True,spammy,234,fake
Charlie Anderson,57545,184,289,80,True,False,False,0.07534844232005944,False,occasional,944,real
Jane Doe2001,2495,3165,8,8,False,True,False,0.002412529171455715,True,very_low,247,fake
Eve Taylor,25742,878,212,91,True,True,False,0.037033297789771394,False,regular,945,real
Alice Wilson93,54366,601,130,25,True,False,False,0.0956222174935807,False,occasional,150,real
Hannah Williams34,29189,17,423,98,True,False,False,0.032666288979845366,False,regular,565,real
Jack Jones,67669,397,190,37,True,True,False,0.055272990299083044,False,occasional,913,real
Jack Anderson68,72835,507,143,144,True,False,False,0.02213612204945603,False,regular,1091,real
FashionNovaDeals4,2367,2319,18,2,True,True,False,0.0195952634515063,True,irregular,323,fake
David Anderson88,87017,444,354,79,True,False,False,0.09497784314138968,False,occasional,92,real
Fiona Smith57,24733,503,482,126,True,False,False,0.02718127268277188,False,consistent,224,real
George Taylor,63938,196,435,100,True,False,False,0.015023121383520938,True,regular,1038,real
John Smith1986,606,3297,34,20,True,True,False,0.00846539021854195,True,spammy,345,fake
Alice Wilson,40259,830,212,32,True,True,False,0.02147674348775989,False,occasional,1685,real
Michael Davis2000,4542,1205,5,6,False,True,False,0.009270870777004237,False,irregular,225,fake
Fan421Fake,1240,1027,2,8,False,True,False,0.00714548294766225,True,very_low,172,fake
Bob Jones,79055,610,25,92,True,True,False,0.03876875702935804,False,occasional,1496,real
vzghruv0kcfh9,950,1936,38,4,False,False,False,0.017549914430661992,True,spammy,59,fake
George Davis,67799,875,26,115,True,False,False,0.08892436247047567,False,regular,349,real
Bob Taylor,22286,938,231,21,True,False,True,0.03740179717152025,False,regular,1526,real
George Moore,18146,497,321,47,True,False,False,0.019840575087356184,False,occasional,1757,real
Fiona Williams25,22824,202,208,94,True,False,False,0.038434788148245025,False,regular,1492,real
Charlie Taylor,31739,750,104,137,True,False,False,0.05288455021097334,False,regular,543,real
Alice Smith,93754,575,6,23,True,False,False,0.07685304538034178,False,regular,1627,real
Account967Spam,1691,713,42,6,False,False,False,0.00276227760288831,True,spammy,1,fake
Profile312Inactive,1125,2583,34,2,False,True,False,0.0038295279161476904,True,irregular,155,fake
Fan240Online,2133,1969,50,0,False,False,False,0.012588514874231469,True,irregular,47,fake
Robert Jones1981,2239,4219,2,25,False,True,False,0.002660204566878979,False,very_low,205,fake
David Taylor47,80702,335,383,123,True,False,False,0.09898679134946994,True,regular,1270,real
TechGadgetsDeals3,1832,4323,19,25,True,False,False,0.018270243182535527,False,irregular,257,fake
AdidasOfficial5,1546,841,43,3,False,False,False,0.011124924429018747,True,irregular,322,fake
George Wilson,69419,412,396,21,True,True,False,0.012069991013902527,False,occasional,887,real
Jack Brown,19701,872,179,50,True,True,False,0.06107701729166727,False,regular,747,real
Hannah Miller,91056,453,216,90,True,True,False,0.06116622835579771,False,regular,1777,real
David Brown,74732,99,124,57,True,False,False,0.09375730037051766,True,occasional,440,real
Mary Brown1981,3029,1127,38,12,False,True,False,0.010624468016606587,False,spammy,111,fake
Robert Jones1985,1427,4113,31,47,False,True,False,0.016981746641914607,True,irregular,11,fake
David Moore86,38102,136,205,60,True,False,False,0.05557404060799012,False,regular,1329,real
Alice Miller,10928,196,345,124,True,False,False,0.045764896560893865,False,occasional,1066,real
AdidasDeals3,3737,4348,33,6,True,False,False,0.014904236949284088,True,spammy,249,fake
Jack Anderson,85836,348,279,51,True,True,False,0.08756821124210898,False,occasional,1795,real
lud9mgrxrzrd,1205,1441,8,16,False,True,False,0.014592660853909523,True,spammy,157,fake
John Smith1983,3725,1778,25,8,False,True,False,0.006057801509016488,True,very_low,18,fake
Hannah Wilson42,6346,172,111,45,True,False,False,0.060805999091293625,False,occasional,832,real
Fiona Wilson,83283,455,374,127,True,True,True,0.06955956996647236,False,occasional,1332,real
User703Fake,1030,4174,35,0,False,False,False,0.000708960297499146,True,very_low,37,fake
Hannah Miller,21265,611,101,48,True,True,False,0.021907605079226365,False,regular,1553,real
Profile158Suspicious,1174,4987,12,37,False,True,False,0.01985899187377112,True,irregular,8,fake
SheinShop4,1452,3785,22,10,False,True,False,0.01315895741268866,True,irregular,56,fake
v796i9o4o8en50c,4681,640,22,6,True,True,False,0.006086711184206423,True,spammy,247,fake
Jack Taylor34,1122,977,401,111,True,False,False,0.09322517165734226,True,regular,179,real
AdidasStore1,4623,4433,21,32,False,True,False,0.015661301035565338,True,spammy,339,fake
Profile377Inactive,136,4905,26,18,False,True,False,0.007664212538832025,True,irregular,321,fake
Fiona Jones83,60173,279,244,81,True,False,False,0.05653573560951842,True,regular,87,real
Account614Spam,2115,2867,36,50,False,True,False,0.017414534023616805,True,irregular,257,fake
David Davis,12841,250,392,121,True,False,False,0.04034843683696234,False,regular,814,real
Ivy Smith57,70517,217,456,81,True,False,False,0.07346699910893971,False,occasional,1740,real
Fiona Jones,86138,139,190,88,True,False,False,0.018938972813842936,False,regular,1781,real
Fiona Anderson,76668,521,240,50,True,False,False,0.02880771757052321,False,occasional,298,real
David Jones95,72480,448,450,124,True,False,False,0.06413632458238512,False,regular,951,real
TechGadgetsOnline1,3608,1658,25,0,True,True,False,0.010078096917381561,True,very_low,296,fake
Alice Williams97,50385,167,172,104,True,False,False,0.08461521007920252,False,occasional,1804,real
John Smith1999,3053,2896,37,26,True,False,False,0.006872739250276518,True,irregular,70,fake
hiyfvea5xyq0p,3642,3008,15,38,False,True,False,0.0008095517157527055,True,irregular,80,fake
FashionNovaStore1,3451,1620,24,2,False,True,False,0.011923875356639227,False,irregular,66,fake
User875Inactive,1236,828,2,10,False,True,False,0.015143511563847056,False,irregular,182,fake
Fiona Wilson60,77459,231,17,57,True,True,False,0.07446237346985068,False,regular,1286,real
David Williams,14480,180,460,122,True,True,False,0.06039259755893429,False,regular,1121,real
Member528Fake,333,3745,29,7,False,True,False,0.01275504577193365,True,spammy,35,fake
Jack Brown,58746,307,287,65,True,False,False,0.09603276887135755,False,regular,1146,real
Ivy Smith,81156,257,74,119,True,False,False,0.07840471066680463,False,regular,585,real
TechGadgetsDeals3,299,4929,49,27,True,True,False,0.007929801034428816,True,irregular,117,fake
User543Online,949,2762,4,9,False,False,False,0.010504902502442674,True,irregular,1,fake
Bob Davis,15959,659,101,31,True,False,False,0.04552179263605098,False,occasional,711,real
Eve Moore25,29516,356,241,133,True,True,False,0.02581624575976417,False,regular,1181,real
Charlie Williams,1365,834,113,24,True,False,False,0.04396293401058325,False,occasional,1560,real
Account710Bot,3322,2920,45,41,False,False,False,0.008631176825558765,True,very_low,341,fake
AdidasShop2,2323,3345,2,25,True,False,False,0.011332932145301377,True,irregular,103,fake
David Anderson62,9015,855,68,136,True,False,False,0.08328870523784059,False,occasional,885,real
David Anderson61,76418,243,468,107,True,False,False,0.08228819768687412,False,regular,1333,real
Robert Jones2001,4895,3696,42,31,False,True,False,0.0018276585752892217,True,very_low,365,fake
Jack Smith,60957,145,197,108,True,False,False,0.03472016354345064,False,occasional,676,real
Alice Taylor,21522,885,206,61,True,False,False,0.01666759928399722,False,regular,1056,real
George Miller,71392,559,294,112,True,False,False,0.04471304393158181,False,regular,1435,real
Charlie Williams,6524,731,421,131,True,False,False,0.02767735555253943,False,occasional,538,real
User177Spam,1458,2657,14,29,False,True,False,0.008487467357330658,True,irregular,301,fake
Ivy Wilson,72923,772,479,121,True,False,False,0.03573604370449746,False,regular,1114,real
Fan813Spam,1779,2608,14,28,False,False,False,0.009448086476256484,True,spammy,31,fake
Fiona Taylor,79306,296,96,26,True,False,False,0.06409419862099443,False,occasional,301,real
Bob Taylor,81037,541,282,108,True,True,False,0.09339497818634233,False,regular,443,real
Mary Brown1990,4894,4368,1,16,True,False,False,0.013571764219222786,True,irregular,361,fake
Eve Taylor,19750,785,55,79,True,False,False,0.0945369781558946,False,regular,308,real
Fiona Smith,86587,579,209,35,True,False,False,0.09366725741136,False,regular,1020,real
AmazonDealsDeals4,2108,1111,33,49,False,False,False,0.009423858057469576,True,spammy,177,fake
David Taylor58,58491,523,310,90,True,False,False,0.040254202716450756,False,consistent,835,real
tclcag_p,3643,2567,42,13,True,False,False,0.006326852505731009,False,irregular,243,fake
David Williams,87589,444,375,78,True,True,False,0.04563379278340984,False,occasional,430,real
Eve Miller,56786,206,87,77,True,False,False,0.014981748286117497,False,occasional,533,real
t6hsxhx_no,3237,1673,24,27,False,True,False,0.017761732338906287,True,irregular,180,fake
khgw45s2z,1135,1979,43,19,False,True,False,0.010839928801712107,True,spammy,254,fake
rqlyxqu4bwk6kb2,1400,1886,22,26,False,False,False,0.007352974165275646,True,irregular,291,fake
Hannah Moore51,23032,547,287,90,True,False,False,0.08586503037591744,False,regular,1645,real
George Miller,27718,173,131,61,True,False,False,0.02705420283376267,False,regular,1442,real
User859Suspicious,4606,901,12,5,True,True,False,0.0007802229196276955,False,very_low,184,fake
Bob Anderson7,82392,160,390,143,True,False,False,0.06958804508133108,False,occasional,1419,real
Bob Taylor52,73786,833,244,147,True,False,False,0.027728159100030063,False,regular,229,real
Eve Davis,54912,893,196,65,True,False,False,0.06223134435362263,False,occasional,1549,real
Hannah Brown,77522,275,146,150,True,False,False,0.019743920048036778,False,regular,1653,real
Ivy Jones,74328,610,290,93,True,False,False,0.06753480007807865,False,consistent,96,real
David Miller3,1816,725,279,29,True,False,True,0.06454642792539471,False,occasional,1807,real
AdidasShop1,4924,1619,7,46,True,True,False,0.010442338643171328,True,irregular,218,fake
Charlie Williams87,80851,505,357,61,True,False,False,0.08049091937559741,True,regular,730,real
AmazonDealsStore1,852,784,5,16,False,True,False,0.011726686922898471,True,spammy,290,fake
Follower160Fake,3819,4113,41,19,False,True,False,0.015073879790689224,True,very_low,249,fake
George Taylor,93592,338,203,67,True,False,False,0.08863473878928248,False,regular,1733,real
Ivy Brown,91982,779,291,129,True,False,False,0.09104912579742447,False,regular,971,real
Jack Smith,63211,77,437,104,True,False,False,0.07903840515386262,True,occasional,351,real
David Miller73,89360,830,54,21,True,False,False,0.024675372030237605,False,regular,500,real
Profile207Spam,3910,2463,22,48,False,False,False,0.01429332239848483,True,spammy,156,fake
Bob Moore,19994,192,88,40,True,False,False,0.04094799012076967,False,occasional,1390,real
Bob Brown60,36429,39,243,72,True,True,False,0.018685053994437695,False,regular,156,real
Michael Davis1980,3062,2507,22,47,False,True,False,0.0019893065263636212,True,irregular,309,fake
Fiona Taylor,98499,885,97,60,True,False,False,0.06812884612618067,False,regular,1616,real
da0839y8,4140,1891,38,29,False,True,False,0.0023660277449777944,True,irregular,180,fake
Ivy Brown,52058,771,120,30,True,False,False,0.049286117054294164,False,regular,1719,real
Charlie Taylor,94584,375,431,43,True,True,False,0.04999816361678788,False,regular,429,real
Account486Suspicious,2459,1112,36,12,False,False,False,0.012096938872882629,True,irregular,188,fake
Jack Jones25,38844,134,240,149,True,False,False,0.06914669726292923,False,regular,434,real
NikeOfficial3,790,4510,5,40,False,True,False,0.00886505930783229,True,spammy,347,fake
Eve Jones,55212,295,296,47,True,False,False,0.0255859325284562,False,regular,59,real
NikeOnline2,7,4552,41,25,False,True,False,0.01791114768025193,False,spammy,170,fake
Ivy Brown46,60078,384,242,87,True,False,False,0.03956693171357961,False,occasional,152,real
Jack Jones,74743,444,413,60,True,False,False,0.02291787895148125,False,regular,605,real
Bob Taylor,77438,575,10,144,True,False,False,0.08198640173251043,False,occasional,75,real
Jack Brown,97283,11,490,39,True,False,False,0.08816808521988385,False,consistent,893,real
David Miller,11455,616,282,135,True,False,False,0.09381349953054803,False,consistent,347,real
Ivy Williams,72694,166,90,31,True,True,False,0.07060928766547332,False,occasional,1153,real
Hannah Wilson77,98997,278,66,38,True,False,False,0.09045290135802747,False,regular,489,real
George Anderson,12355,868,103,55,True,False,False,0.02013231196656705,False,regular,1283,real
Fiona Miller,1324,822,360,78,True,True,True,0.07892093229388158,False,regular,1748,real
Hannah Davis,60183,270,71,113,True,False,False,0.08705934535433413,False,regular,1623,real
Eve Smith,21911,376,206,89,True,False,False,0.04095422392086063,False,regular,1724,real
Hannah Taylor63,33514,18,201,65,True,True,False,0.0871912916688902,False,consistent,1318,real
David Williams,2137,675,87,28,True,False,False,0.027974611626376385,True,occasional,1358,real
Eve Davis,64090,175,255,53,True,False,False,0.022757354279733494,False,occasional,1782,real
Fan820Spam,1840,3380,22,44,True,True,False,0.009938785634809807,True,spammy,143,fake
Hannah Taylor9,82356,611,408,144,True,False,False,0.04121356693334818,False,consistent,1729,real
George Taylor41,55225,300,184,50,True,True,False,0.029798778138088643,False,regular,994,real
_rga4i8f3h,2274,1057,16,31,True,True,False,0.01238274272578548,True,irregular,352,fake
Member193Suspicious,3146,2863,16,1,False,False,False,0.0009180857005289122,True,irregular,249,fake
Alice Wilson,50437,122,385,22,True,False,False,0.06161313213993802,False,regular,1702,real
wm5a40qh4,3833,2491,23,29,False,True,False,0.012468844636086968,True,irregular,211,fake
_6bm6f_t14ap_ab,2356,2099,2,20,False,True,False,0.014047087896896434,True,irregular,101,fake
George Jones,77248,424,96,135,True,False,False,0.01582839913420655,False,occasional,1824,real
t4_qpbuu0vd8,506,542,37,24,True,True,False,0.017590876397708708,False,spammy,133,fake
Bob Smith,64542,711,137,44,True,False,False,0.08061063955850836,False,occasional,1733,real
_1u5lpkr4,4642,1357,7,36,False,True,False,0.0011322095888658002,True,irregular,22,fake
Eve Davis,10264,238,478,58,True,True,False,0.03295017617495462,False,regular,373,real
David Smith96,76380,929,301,133,True,False,False,0.04035177308580737,False,consistent,423,real
5bklz5gh0,3002,1736,38,12,True,False,False,0.0005166721951744657,False,irregular,314,fake
NikeDeals1,2014,3330,7,11,True,True,False,0.006210348454523431,True,spammy,82,fake
Bob Taylor,65199,860,471,114,True,True,False,0.021088394826586476,True,regular,1486,real
Charlie Moore,59363,922,91,110,True,False,False,0.013720203658623177,False,regular,156,real
SheinOfficial3,4140,4393,32,15,False,True,False,0.0068183243662156,True,irregular,164,fake
Ivy Moore,25998,580,265,91,True,False,False,0.025390482373209414,False,occasional,811,real
Member795Spam,1459,3631,6,4,False,True,False,0.01498887844153073,True,irregular,241,fake
George Anderson51,49532,368,287,81,True,False,False,0.030656252681729383,False,occasional,1464,real
m6e2jhxidemfb,905,2018,26,40,True,False,False,0.019723475183851674,False,irregular,190,fake
TechGadgetsOnline1,1700,965,27,23,False,True,False,0.01540137144161375,False,irregular,248,fake
David Smith,81918,739,107,119,True,False,False,0.08677755028539423,False,occasional,1778,real
Alice Moore31,8388,764,403,142,True,False,False,0.011181357567171875,False,regular,1531,real
Alice Smith72,18608,684,383,61,True,True,False,0.02341963595128007,False,occasional,1061,real
Fiona Williams,70357,963,23,124,True,False,False,0.02228251813762107,False,occasional,245,real
Jack Jones,80128,284,293,76,True,True,True,0.0933225916027096,False,occasional,315,real
Fan411Fake,3560,1229,11,4,True,True,False,0.01893426858346038,True,spammy,139,fake
1if7ujlh6hu,87,3401,25,48,False,False,False,0.018772983614774814,True,spammy,23,fake
Eve Taylor,33260,106,416,32,True,False,False,0.04947347610936723,False,regular,1179,real
David Brown,19265,773,33,45,True,False,False,0.03125716251027101,False,consistent,1705,real
Ivy Wilson,14854,15,423,45,True,True,False,0.030761279397115815,False,consistent,272,real
Charlie Smith,97578,374,13,42,True,False,False,0.04803290893700573,False,regular,1478,real
Ivy Williams,39149,810,353,142,True,False,False,0.09085284344960694,False,occasional,475,real
8nak875s,4036,5000,3,16,False,False,False,0.006690933377524595,True,spammy,190,fake
AmazonDealsDeals1,972,2827,22,38,False,True,False,0.016817573989830924,False,spammy,1,fake
Ivy Davis79,52393,572,11,125,True,False,False,0.06839826047569128,False,regular,1126,real
Fiona Anderson43,63267,35,362,63,True,False,True,0.02196275314715363,False,regular,775,real
Jane Doe2005,619,4956,44,42,False,True,False,0.0045410650111516815,False,irregular,97,fake
vqn04wvkn,3964,2450,25,39,True,True,False,0.0055768153521361195,True,irregular,199,fake
qcocpgu59g,4264,1709,1,45,False,True,False,0.012766375651753453,True,spammy,233,fake
Bob Davis54,9277,771,183,63,True,False,False,0.043780596695033355,False,regular,524,real
Bob Miller56,66615,655,52,107,True,False,False,0.0734078835296101,False,occasional,1416,real
3156g_7_oxro8,3947,2556,9,22,False,False,False,0.007596321219734872,True,spammy,132,fake
Ivy Smith96,6038,703,461,28,True,True,True,0.05430940985121017,False,occasional,316,real
Fiona Davis,92353,485,484,139,True,False,False,0.08357557182247095,False,regular,354,real
Hannah Moore,49241,522,287,135,True,True,False,0.048246461246083894,False,regular,1265,real
ymy769h6cl0am32,3590,2777,15,5,False,True,False,0.014164486827936182,True,irregular,114,fake
gwosga293_,4535,2440,30,34,True,True,False,0.017956817042958224,True,irregular,74,fake
Bob Davis88,5400,840,46,138,True,False,False,0.011136495796873865,False,regular,1135,real
John Smith1983,629,1549,38,0,False,True,False,0.016278075258126107,True,spammy,226,fake
Alice Brown32,30724,83,350,121,True,True,False,0.09209286339348341,False,occasional,254,real
Follower851Inactive,2719,4742,26,20,False,False,False,0.0030770091490232754,False,spammy,244,fake
George Taylor,34720,786,297,146,True,True,False,0.07547802137043616,False,regular,354,real
Eve Smith,38332,106,270,64,True,True,False,0.03731625173241222,False,regular,678,real
Ivy Davis,69844,611,51,40,True,False,False,0.09658753019821595,False,regular,1594,real
User101Bot,690,2240,42,41,False,False,False,0.019660421693180306,True,spammy,317,fake
Profile704Fake,3739,4320,28,16,False,False,False,0.0023606092714588403,True,spammy,168,fake
George Smith,6396,40,385,49,True,False,False,0.08716705054736211,False,occasional,1620,real
Alice Wilson,19744,63,342,78,True,True,False,0.034366568123009034,False,regular,369,real
Charlie Smith61,94186,726,247,28,True,False,False,0.06373864119255808,False,regular,826,real
Fiona Jones73,25433,85,56,64,True,False,False,0.09657572365157878,False,regular,717,real
Fan576Bot,2486,3880,24,38,True,True,False,0.002874797010603054,True,irregular,7,fake
Robert Jones1980,2002,2459,5,24,False,True,False,0.00619404027612803,True,irregular,284,fake
Fiona Moore,18723,269,337,101,True,False,False,0.022783350890458232,False,regular,594,real
qanmk6z0tms5keg,436,2686,30,36,False,True,False,0.005167922028435483,True,irregular,54,fake
David Anderson,87048,449,12,31,True,False,False,0.060678414208651686,False,regular,909,real
David Smith,70117,572,369,142,True,True,False,0.09535180404704988,False,regular,51,real
4dciipvzo,2730,4212,29,1,False,False,False,0.019937102146975264,True,irregular,59,fake
Jack Smith,64720,685,312,37,True,True,False,0.06654471215838553,False,occasional,365,real
Ivy Moore,33920,133,306,74,True,False,False,0.07405213573758433,False,regular,1436,real
tfv7stog4,3803,2596,18,4,False,True,False,0.015991331357203403,True,spammy,134,fake
Eve Taylor,14095,197,412,125,True,False,False,0.06192647272722983,False,regular,628,real
Eve Miller,13823,691,239,73,True,False,False,0.013496544370554746,False,occasional,1369,real
Ivy Brown,58729,237,175,91,True,True,False,0.06952385778758578,False,regular,1503,real
David Taylor59,9886,956,300,42,True,False,False,0.028084211415180492,False,regular,835,real
Jack Williams,71551,323,45,53,True,True,False,0.05684331710792414,False,occasional,69,real
Eve Jones,96742,894,110,43,True,True,False,0.07501590154054169,False,regular,435,real
Robert Jones2004,2663,4821,1,45,False,True,False,0.00271093853871061,True,irregular,249,fake
Ivy Taylor,92987,293,498,78,True,False,False,0.07262883523123378,True,consistent,332,real
6gqzgozrbkvnf9,3617,736,17,19,False,False,False,0.013055641294986122,False,very_low,271,fake
Alice Brown6,72092,954,364,84,True,False,False,0.0164894189796884,False,consistent,1324,real
pg7lfzaz5,1130,2650,1,40,False,True,False,0.009609031359182767,True,spammy,74,fake
Mary Brown1998,3725,1836,5,2,True,True,False,0.01808689461641374,False,irregular,155,fake
Hannah Anderson,42622,382,439,110,True,True,False,0.010838289088562183,False,occasional,545,real
George Smith99,39697,545,321,31,True,False,False,0.03554901831332489,False,regular,1156,real
Robert Jones2004,2479,2538,1,41,False,False,False,0.0021884612911408,True,spammy,197,fake
Bob Brown,63116,251,258,110,True,False,True,0.06049493463174536,False,regular,1093,real
Alice Williams,96205,796,26,99,True,True,True,0.037147411661902885,False,consistent,1535,real
Robert Jones2003,3323,1479,41,21,False,True,False,0.014916535788084129,False,spammy,149,fake
Ivy Smith,80836,179,470,101,True,True,False,0.08239928365544305,False,occasional,178,real
Alice Williams,46270,91,98,100,True,False,False,0.047040401664443704,False,occasional,985,real
Fan665Spam,1989,1805,16,25,False,False,False,0.019263471547176475,False,spammy,311,fake
Fiona Smith,81215,396,183,41,True,False,False,0.09014534574891149,False,regular,779,real
George Davis,14962,424,375,91,True,False,False,0.048557672272442676,False,regular,396,real
David Davis95,13311,336,428,81,True,False,True,0.06932317469403772,True,regular,679,real
Ivy Anderson,56784,204,349,25,True,False,False,0.03882762199216608,False,regular,1133,real
Charlie Wilson49,81441,785,154,116,True,False,False,0.05510388216281072,False,regular,587,real
Account550Inactive,62,787,40,21,False,True,False,0.01577798589804185,True,spammy,247,fake
Alice Taylor,88457,607,86,33,True,True,False,0.09230088108069351,False,regular,712,real
David Brown,59398,369,51,51,True,False,False,0.011244442860630983,False,regular,1649,real
SheinOnline4,3261,2502,46,49,True,True,False,0.014984710026820551,True,very_low,274,fake
Eve Wilson,1945,175,175,32,True,False,False,0.01983965916600862,False,consistent,355,real
Hannah Moore23,88870,24,2,21,True,True,False,0.04635129938153627,False,occasional,705,real
Mary Brown1986,4818,2499,8,28,False,False,False,5.237523245148923e-05,True,very_low,61,fake
Hannah Anderson46,92537,395,369,22,True,True,False,0.07181487796088308,True,regular,1387,real
Fiona Davis,15502,369,440,54,True,False,False,0.04961853090712945,False,occasional,1383,real
eox9k9cnzn41mdq,2924,2224,30,28,False,True,False,0.010385966237635123,True,spammy,210,fake
Profile783Bot,4265,3286,4,3,False,False,False,0.005579901036397124,True,irregular,241,fake
Ivy Miller21,41761,785,54,24,True,False,False,0.09862868524454468,False,regular,1719,real
Hannah Miller,11163,909,290,123,True,False,False,0.04034690860044837,False,regular,1378,real
Alice Williams,56751,940,43,79,True,False,False,0.06556591284370404,True,consistent,1531,real
Alice Miller,41264,302,379,77,True,False,False,0.06065163908863819,True,regular,541,real
b80z9htdir,1580,3403,42,14,True,False,False,0.006949906443927987,False,spammy,154,fake
Alice Davis,37371,443,124,44,True,False,False,0.09464175545545832,True,regular,54,real
Ivy Wilson,76051,135,12,119,True,True,False,0.08785232682466698,False,occasional,253,real
Bob Wilson,36092,255,273,119,True,True,False,0.0903526574521527,False,occasional,1000,real
George Miller,49256,561,242,85,True,False,False,0.05175350809995417,False,regular,1300,real
Bob Wilson,91475,841,273,139,True,False,False,0.01883794984474535,False,regular,219,real
Fiona Jones92,24825,459,156,88,True,False,False,0.061405120480806305,False,regular,346,real
Jack Moore,40009,63,80,68,True,True,False,0.09509831331874598,False,regular,1176,real
John Smith1999,1088,4523,0,12,True,True,False,0.006013780906834388,True,irregular,341,fake
Fan893Online,1671,3594,9,26,False,False,False,0.012008474444579491,True,irregular,303,fake
Fiona Brown75,2246,242,262,109,True,False,False,0.06777078224194279,False,occasional,1586,real
Charlie Davis,40507,970,352,36,True,False,True,0.028640098816116864,False,regular,1229,real
Hannah Williams,10408,207,31,150,True,False,True,0.038999373415950236,False,occasional,1240,real
Follower370Bot,4804,3156,6,10,False,False,False,0.009317666717860437,True,very_low,92,fake
Jack Taylor46,77415,173,149,39,True,False,False,0.054168736452392494,False,regular,823,real
bdsepe4v970x,4875,4960,49,28,True,False,False,0.0058804495174191,True,spammy,52,fake
Jane Doe2000,4392,2692,34,14,False,True,False,0.016611144795815366,True,spammy,142,fake
Bob Moore55,9348,241,10,24,True,False,False,0.05381402642324779,False,occasional,1694,real
Fiona Taylor,83081,718,394,143,True,False,False,0.033946905832208996,True,occasional,1321,real
Bob Anderson,23454,568,323,85,True,True,False,0.015153359409350278,False,consistent,875,real
Hannah Anderson,25521,355,83,131,True,False,False,0.06524242328304698,False,regular,532,real
Alice Brown,76531,417,208,20,True,False,False,0.06855198359313718,False,occasional,1320,real
Robert Jones1985,2954,627,1,19,True,True,False,0.019219828354291462,True,irregular,207,fake
Alice Wilson49,317,373,265,67,True,False,False,0.05562682180317536,False,regular,960,real
Bob Wilson,31275,914,136,101,True,False,False,0.03586706253664942,False,occasional,1507,real
Ivy Anderson81,44223,996,170,116,True,False,False,0.011279636818381884,False,occasional,1554,real
Fan284Inactive,2499,1512,33,21,False,False,False,0.010878785257509412,True,spammy,65,fake
Hannah Brown86,53380,249,338,45,True,False,True,0.06879036708843966,False,occasional,716,real
Bob Anderson,57632,827,236,30,True,False,False,0.011392773369945331,False,occasional,480,real
David Wilson,90687,255,414,118,True,True,False,0.0365411039296779,False,consistent,133,real
George Anderson,72260,251,147,22,True,True,False,0.01034358875605164,True,regular,1227,real
Jane Doe2000,963,2527,46,27,False,True,False,0.01855912727902736,False,irregular,129,fake
Mary Brown2000,605,1916,1,12,False,False,False,0.006973030279094064,False,irregular,252,fake
Jack Williams,2849,819,184,68,True,False,False,0.012337504108330831,False,regular,1417,real
AmazonDealsShop3,1464,2299,26,13,False,True,False,0.014046018758195802,False,very_low,153,fake
FashionNovaShop2,3456,4563,30,7,False,True,False,0.005729537093032986,True,very_low,163,fake
Fan482Inactive,2675,1473,38,29,False,False,False,0.006880430532431721,False,irregular,55,fake
506r6cloptfjiq,3221,1701,2,40,False,False,False,0.010850399636337191,True,irregular,38,fake
l85fc0i0rwhr2d,17,2859,3,31,False,False,False,0.0155528049496364,False,irregular,142,fake
Jack Wilson99,21369,152,215,41,True,False,True,0.06781207002579963,False,consistent,792,real
David Williams,97980,639,404,124,True,False,True,0.03322145189408743,True,regular,1272,real
